image,description
https://i.pinimg.com/736x/76/cc/29/76cc29d533e6fdd8e8ea03ba48408569.jpg,jean RECTO con ROTURAS desmechadas grandes y bien abiertas en ambas piernas. Tiro alto. Color celeste.
https://i.pinimg.com/474x/98/8a/28/988a28f4970362bf4507125f5a10588a.jpg,jean PALAZZO con ROTURAS desmechadas en ambas piernas. Tiro alto apretado. Color azul un poco destenido o celeste fuerte.
https://i.pinimg.com/474x/5f/51/77/5f5177e1521ae677c379ca0957e5bc51.jpg,jean RECTO celeste con ROTURAS simetricas desmechadas en ambas piernas. Tiro alto apretado. Color celeste.
https://i.pinimg.com/736x/c0/93/23/c09323cd74d2c53266a119e67f30e37f.jpg,jean PALAZZO con ROTURAS desmechadas en ambas piernas. Tiro alto. Color azul desgastado.
https://i.pinimg.com/474x/93/36/3a/93363a048fcc17d689024a65fd2a356e.jpg,jean RECTO con ROTURAS desmechadas en ambas piernas. Tiro alto. Color celeste claro.
https://i.pinimg.com/736x/12/b5/b3/12b5b372f5acdfd1453cc155253ee201.jpg,jean PALAZZO con ROTURAS blancas grandes desmechadas en ambas piernas. Color negro desgastado.
https://i.pinimg.com/736x/c2/46/0d/c2460daf97cf89aba613e664c892a7bb.jpg,jean SKINNY con ROTURAS simetricas en ambas piernas. Tiro alto apretado. Color negro desgastado.
https://i.pinimg.com/474x/2f/27/63/2f27638f10f244f9e87fc7df3803b994.jpg,jean SKINNY con ROTURAS simetricas en ambas piernas. Tiro alto apretado. Color negro liso.
https://i.pinimg.com/474x/7b/6e/ed/7b6eed31b9b089bb38324a4979963bce.jpg,jean SKINNY con ROTURAS blancas simetricas en ambas piernas. Tiro alto apretado. Color celeste claro.
https://i.pinimg.com/474x/f3/50/d7/f350d73e8ab34474b9143c50f57f9628.jpg,jean SKINNY con ROTURAS medianas en ambas piernas. Tiro alto apretado. Color azul fuerte.
https://i.pinimg.com/736x/51/33/ca/5133ca177c89a74db89e31f7f319872d.jpg,jean SKINNY con ROTURAS blancas medianas en ambas piernas. Tiro alto apretado. Color azul o celeste fuerte desgastado.
https://i.pinimg.com/474x/b9/b5/48/b9b5487ce1bb95f44b155e26b83a0e98.jpg,jean SKINNY con ROTURAS blancas desmechadas medianas en ambas piernas. Tiro alto apretado. Color azul fuerte.
https://i.pinimg.com/474x/5e/fb/5c/5efb5c71c27878a19dbe727a2a2745c2.jpg,jean SKINNY con ROTURAS desmechadas en ambas piernas como desgastado extremo. Tiro alto apretado. Color negro desgastado.
https://i.pinimg.com/474x/6d/48/80/6d488006988b6c8980c07cd2115c4444.jpg,jean SKINNY con ROTURAS simetricas en ambas piernas. Tiro alto apretado. Color celeste.
https://i.pinimg.com/474x/07/98/e6/0798e605f26ce4fb4eda508fab328efe.jpg,jean SKINNY con ROTURAS desmechadas en ambas piernas como desgastado extremo. Tiro alto apretado. Color celeste.
https://i.pinimg.com/474x/a3/e9/7d/a3e97d4c2969e78fd1b62bcd55c18d72.jpg,jean SKINNY con ROTURAS chicas en ambas piernas. Tiro alto apretado. Color bordo.
https://i.pinimg.com/474x/12/a7/9c/12a79c339c27fe03fa6a87a8cb020ab0.jpg,jean SKINNY con ROTURAS blancas desmechadas en ambas piernas como desgastado extremo. Tiro alto apretado. Color azul.
https://i.pinimg.com/474x/51/45/1c/51451c4ce214999a2c38583fcd28d6cb.jpg,jean SKINNY con ROTURAS blancas desmechadas en ambas piernas como desgastado extremo. Tiro alto apretado. Color azul desgastado.
https://i.pinimg.com/474x/16/47/7a/16477a196e4aa64b29f78900a9a9d580.jpg,jean RECTO con una ROTURA en la pierna izquierda. Tiro alto. Color celeste claro desgastado.
https://i.pinimg.com/736x/fb/18/49/fb1849b402ed01914ce983b60cbca5af.jpg,jean RECTO con ROTURAS simetricas en ambas piernas. Tiro alto. Color celeste claro desgastado.
https://i.pinimg.com/474x/40/56/b0/4056b0f5e0239b6f575859fd74124968.jpg,jean RECTO con una ROTURA en la pierna izquierda. Tiro alto. Color celeste claro desgastado.
https://i.pinimg.com/474x/d2/62/79/d262795516394a75e0e02c2fe9f50c99.jpg,jean RECTO con una ROTURA blanca en la pierna izquierda y otra ROTURA chica en la pierna derecha. Tiro alto. Color celeste fuerte o azul claro desgastado vintage.
https://i.pinimg.com/474x/b1/a8/14/b1a81411384803facdce5776d094459a.jpg,jean RECTO con ROTURAS blancas simetricas en ambas piernas. Tiro alto. Color o azul desgastado.
